영화명,번호,개봉_연도,개봉_월,개봉_요일,여름_개봉,겨울_개봉,대표장르,대표국가,한국_영화,평균기온,최고기온,첫주_관객수,top10_주수,최고_순위,백만_돌파
퍼시 잭슨과 괴물의 바다,1598,2013,9,3,0,0,판타지,미국,0,23.0,26.3,172955,3,5,0
프리버즈: 밍쿠와 찌아의 도시 대탈출,1599,2013,9,1,0,0,애니메이션,아르헨티나,0,22.6,29.3,38812,1,9,0
컨저링,1600,2013,9,1,0,0,공포(호러),미국,0,22.6,29.3,797650,5,2,1
블루 재스민,1601,2013,9,2,0,0,드라마,미국,0,19.5,24.2,52572,1,9,0
히든 카드,1602,2013,9,3,0,0,범죄,미국,0,17.3,22.5,120640,1,4,0
깡철이,1603,2013,10,2,0,0,드라마,한국,1,19.4,22.8,777878,3,1,1
정글번치 : 빙산으로의 귀환,1604,2013,10,2,0,0,애니메이션,프랑스,0,19.4,22.8,40778,1,10,0
프리즈너스,1605,2013,10,2,0,0,범죄,미국,0,19.4,22.8,139888,2,6,0
로덴시아: 마법왕국의 전설,1606,2013,10,2,0,0,애니메이션,페루,0,19.4,22.8,58347,2,9,0
소원,1607,2013,10,2,0,0,드라마,한국,1,19.4,22.8,46819,7,2,1
화이: 괴물을 삼킨 아이,1608,2013,10,2,0,0,액션,한국,1,20.5,26.4,1208035,4,1,1
러시 : 더 라이벌,1609,2013,10,2,0,0,액션,미국,0,20.5,26.4,80429,2,6,0
롤러코스터,1610,2013,10,3,0,0,코미디,한국,1,12.4,18.9,181129,2,4,0
밤의 여왕,1611,2013,10,3,0,0,멜로/로맨스,한국,1,12.4,18.9,169173,2,5,0
그래비티,1612,2013,10,3,0,0,SF,미국,0,12.4,18.9,825484,9,1,1
캡틴 필립스,1613,2013,10,2,0,0,액션,미국,0,16.2,22.1,15452,3,5,0
톱스타,1614,2013,10,3,0,0,드라마,한국,1,13.1,18.5,117018,2,6,0
공범,1615,2013,10,3,0,0,스릴러,한국,1,13.1,18.5,764596,5,2,1
배우는 배우다,1616,2013,10,3,0,0,드라마,한국,1,13.1,18.5,83802,1,7,0
응징자,1617,2013,10,2,0,0,액션,한국,1,10.5,16.2,146346,2,5,0
노브레싱,1618,2013,10,2,0,0,드라마,한국,1,10.5,16.2,280171,3,4,0
토르: 다크 월드,1619,2013,10,2,0,0,액션,미국,0,10.5,16.2,1053070,5,1,1
화이트 고릴라,1620,2013,10,3,0,0,애니메이션,스페인,0,11.7,18.8,30773,2,10,0
동창생,1621,2013,11,2,0,0,액션,한국,1,12.2,15.9,683542,3,2,1
세이프 헤이븐,1622,2013,11,2,0,0,멜로/로맨스,미국,0,12.2,15.9,23305,1,9,0
더 퍼지,1623,2013,11,2,0,0,스릴러,미국,0,12.2,15.9,100317,2,6,0
블랙 가스펠,1624,2013,11,3,0,0,드라마,한국,1,6.7,9.9,21998,1,10,0
카운슬러,1625,2013,11,3,0,0,범죄,미국,0,6.7,9.9,80580,2,7,0
더 파이브,1626,2013,11,3,0,0,스릴러,한국,1,6.7,9.9,309895,3,3,0
친구 2,1627,2013,11,3,0,0,액션,한국,1,6.7,9.9,1374420,5,1,1
하늘에서 음식이 내린다면 2,1628,2013,11,3,0,0,애니메이션,미국,0,2.6,7.3,264204,4,6,0
결혼전야,1629,2013,11,3,0,0,멜로/로맨스,한국,1,2.6,7.3,377141,4,1,1
헝거게임: 캣칭 파이어,1630,2013,11,3,0,0,판타지,미국,0,2.6,7.3,473926,4,2,1
창수,1631,2013,11,3,0,0,드라마,한국,1,-3.8,-0.9,253281,2,5,0
열한시,1632,2013,11,3,0,0,스릴러,한국,1,-3.8,-0.9,445566,3,2,0
리딕,1633,2013,11,3,0,0,SF,미국,0,-3.8,-0.9,93569,1,9,0
버틀러: 대통령의 집사,1634,2013,11,3,0,0,드라마,미국,0,-3.8,-0.9,54503,1,10,0
이스케이프 플랜,1635,2013,12,3,0,1,액션,미국,0,5.5,9.0,132956,3,5,0
어바웃 타임,1636,2013,12,3,0,1,멜로/로맨스,영국,0,5.5,9.0,544719,10,1,1
인시디어스: 두번째 집,1637,2013,12,3,0,1,공포(호러),미국,0,5.5,9.0,273173,3,3,0
집으로 가는 길,1638,2013,12,2,0,1,드라마,한국,1,-1.7,0.2,813928,4,2,1
호빗: 스마우그의 폐허,1639,2013,12,3,0,1,어드벤처,미국,0,-3.2,0.3,970853,4,1,1
변호인,1640,2013,12,2,0,1,드라마,한국,1,2.2,6.5,1733598,8,1,1
캐치미,1641,2013,12,2,0,1,코미디,한국,1,2.2,6.5,290486,2,5,0
다이노소어 어드벤처 3D,1642,2013,12,3,0,1,액션,미국,0,-3.5,-0.9,199719,3,6,0
세이빙 산타,1643,2013,12,3,0,1,애니메이션,영국,0,-3.5,-0.9,91998,2,8,0
비행기,1644,2013,12,3,0,1,애니메이션,미국,0,-3.5,-0.9,103123,2,7,0
용의자,1645,2013,12,1,0,1,액션,한국,1,-1.6,4.0,1808646,5,2,1
썬더와 마법저택,1646,2013,12,1,0,1,애니메이션,벨기에,0,-1.6,4.0,343060,3,5,0
엔더스 게임,1647,2013,12,1,0,1,SF,미국,0,3.8,8.0,516994,2,3,0
월터의 상상은 현실이 된다,1648,2013,12,1,0,1,어드벤처,미국,0,3.8,8.0,494339,3,4,0
저스틴,1649,2013,12,1,0,1,애니메이션,스페인,0,3.8,8.0,202781,1,7,0
타잔 3D,1650,2014,1,3,0,1,애니메이션,독일,0,-7.8,-4.3,343669,3,3,0
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",1651,2014,1,3,0,1,애니메이션,일본,0,-7.8,-4.3,224407,2,7,0
더 울프 오브 월스트리트,1652,2014,1,3,0,1,범죄,미국,0,-7.8,-4.3,232703,3,6,0
플랜맨,1653,2014,1,3,0,1,드라마,한국,1,-7.8,-4.3,331728,2,4,0
잭 라이언 : 코드네임 쉐도우,1654,2014,1,3,0,1,액션,미국,0,0.1,3.6,253308,2,5,0
겨울왕국,1655,2014,1,3,0,1,애니메이션,미국,0,0.1,3.6,1198918,11,1,1
수상한 그녀,1656,2014,1,2,0,1,드라마,한국,1,-3.9,1.6,1134897,10,1,1
남자가 사랑할 때,1657,2014,1,2,0,1,멜로/로맨스,한국,1,-3.9,1.6,633540,4,3,1
피끓는 청춘,1658,2014,1,2,0,1,코미디,한국,1,-3.9,1.6,919761,3,3,1
극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,1659,2014,1,3,0,1,액션,일본,0,-0.8,4.1,41056,1,9,0
조선미녀삼총사,1660,2014,1,2,0,1,코미디,한국,1,2.2,8.2,399539,2,6,0
인사이드 르윈 ,1661,2014,1,2,0,1,드라마,미국,0,2.2,8.2,35157,1,9,0
넛잡: 땅콩 도둑들,1662,2014,1,2,0,1,애니메이션,한국,1,2.2,8.2,301932,2,7,0
디노타샤: 공룡대탐험,1663,2014,1,2,0,1,애니메이션,미국,0,2.2,8.2,20729,1,10,0
폴리스 스토리 2014,1664,2014,1,2,0,1,액션,중국,0,2.2,8.2,121594,1,8,0
또 하나의 약속,1665,2014,2,3,0,0,드라마,한국,1,-1.3,4.5,167092,3,5,0
레고 무비,1666,2014,2,3,0,0,애니메이션,미국,0,-1.3,4.5,113342,2,9,0
프랑켄슈타인: 불멸의 영웅,1667,2014,2,3,0,0,액션,미국,0,-1.3,4.5,230766,2,4,0
명탐정 코난 : 탐정들의 진혼가 ,1668,2014,2,3,0,0,애니메이션,일본,0,1.9,6.5,93717,2,8,0
관능의 법칙,1669,2014,2,3,0,0,드라마,한국,1,1.9,6.5,334411,4,4,0
로보캅,1670,2014,2,3,0,0,액션,미국,0,1.9,6.5,602342,3,3,0
신이 보낸 사람,1671,2014,2,3,0,0,드라마,한국,1,1.9,6.5,119955,4,7,0
폼페이: 최후의 날,1672,2014,2,3,0,0,액션,미국,0,1.2,5.5,542610,4,2,1
아메리칸 허슬,1673,2014,2,3,0,0,범죄,미국,0,1.2,5.5,82619,1,9,0
찌라시: 위험한 소문,1674,2014,2,3,0,0,범죄,한국,1,1.2,5.5,535882,4,4,1
노예 12년,1675,2014,2,3,0,0,드라마,미국,0,7.7,13.1,117957,5,5,0
논스톱,1676,2014,2,3,0,0,액션,미국,0,7.7,13.1,823737,6,1,1
모뉴먼츠 맨: 세기의 작전,1677,2014,2,3,0,0,액션,미국,0,7.7,13.1,54789,1,10,0
다이애나,1678,2014,3,3,0,0,드라마,영국,0,0.3,5.0,37532,1,10,0
300: 제국의 부활,1679,2014,3,3,0,0,액션,미국,0,0.3,5.0,782873,4,1,1
몬스터,1680,2014,3,3,0,0,스릴러,한국,1,5.2,8.3,355124,3,4,0
우아한 거짓말,1681,2014,3,3,0,0,드라마,한국,1,5.2,8.3,504588,5,2,1
원 챈스,1682,2014,3,3,0,0,코미디,영국,0,5.2,8.3,56909,1,8,0
노아,1683,2014,3,3,0,0,어드벤처,미국,0,6.3,10.3,1131606,4,1,1
벨과 세바스찬,1684,2014,3,3,0,0,어드벤처,프랑스,0,6.3,10.3,19892,1,10,0
그랜드 부다페스트 호텔,1685,2014,3,3,0,0,미스터리,미국,0,6.3,10.3,82130,9,4,0
캡틴 아메리카: 윈터 솔져,1686,2014,3,2,0,0,액션,미국,0,15.4,21.9,1473941,7,1,1
초원의 왕 도제,1687,2014,3,3,0,0,애니메이션,일본,0,13.5,20.4,16650,1,9,0
론 서바이버 ,1688,2014,4,2,0,0,액션,미국,0,15.5,21.9,101352,2,6,0
백프로,1689,2014,4,3,0,0,코미디,한국,1,10.2,13.6,28019,1,9,0
쓰리데이즈 투 킬,1690,2014,4,3,0,0,액션,미국,0,10.2,13.6,144230,2,5,0
어거스트: 가족의 초상,1691,2014,4,3,0,0,드라마,미국,0,10.2,13.6,37866,1,8,0
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,1692,2014,4,3,0,0,애니메이션,일본,0,10.2,13.6,46459,1,7,0
방황하는 칼날,1693,2014,4,3,0,0,범죄,한국,1,12.5,20.0,452509,4,2,0
가시,1694,2014,4,3,0,0,멜로/로맨스,한국,1,12.5,20.0,92209,2,6,0
헤라클레스 : 레전드 비긴즈,1695,2014,4,3,0,0,액션,미국,0,12.5,20.0,158448,2,3,0
선 오브 갓,1696,2014,4,3,0,0,드라마,미국,0,12.5,20.0,124627,3,4,0
다이버전트,1697,2014,4,2,0,0,SF,미국,0,14.0,19.4,275576,3,3,0
페이스 오브 러브,1698,2014,4,2,0,0,드라마,미국,0,14.0,19.4,40811,2,9,0
니드 포 스피드,1699,2014,4,2,0,0,액션,미국,0,14.0,19.4,81623,2,5,0
한공주,1700,2014,4,3,0,0,드라마,한국,1,14.7,20.9,58788,4,6,0
어메이징 스파이더맨 2,1701,2014,4,2,0,0,액션,미국,0,17.2,24.9,1668149,4,1,1
천재 강아지 미스터 피바디,1702,2014,4,3,0,0,애니메이션,미국,0,18.6,26.2,132766,4,4,0
표적,1703,2014,4,2,0,0,액션,한국,1,16.1,21.4,850415,5,2,1
역린,1704,2014,4,2,0,0,사극,한국,1,16.1,21.4,1691469,5,1,1
리오 2,1705,2014,5,3,0,0,애니메이션,미국,0,16.0,22.1,248197,4,4,0
몬스터 왕국,1706,2014,5,3,0,0,애니메이션,스웨덴,0,16.0,22.1,20544,1,10,0
라스트베가스,1707,2014,5,3,0,0,코미디,미국,0,14.5,19.5,105603,2,6,0
트랜센던스,1708,2014,5,2,0,0,SF,미국,0,19.6,25.9,419932,3,4,0
인간중독,1709,2014,5,2,0,0,멜로/로맨스,한국,1,19.6,25.9,645475,4,1,1
고질라,1710,2014,5,3,0,0,액션,미국,0,18.2,23.7,527883,2,2,0
도희야,1711,2014,5,3,0,0,드라마,한국,1,20.9,28.3,69423,1,7,0
엑스맨: 데이즈 오브 퓨처 패스트,1712,2014,5,3,0,0,액션,미국,0,20.9,28.3,1755285,6,1,1
더 바디,1713,2014,5,3,0,0,스릴러,스페인,0,20.9,28.3,42757,1,9,0
그녀,1714,2014,5,3,0,0,드라마,미국,0,20.9,28.3,57087,7,7,0
끝까지 간다,1715,2014,5,3,0,0,액션,한국,1,23.2,30.9,622081,8,2,1
말레피센트,1716,2014,5,3,0,0,액션,미국,0,23.2,30.9,488845,5,3,1
극장판 루팡 3세 VS 명탐정 코난,1717,2014,5,3,0,0,애니메이션,일본,0,23.2,30.9,93299,2,6,0
오큘러스,1718,2014,5,3,0,0,미스터리,미국,0,23.2,30.9,163552,2,5,0
하이힐,1719,2014,6,1,0,0,범죄,한국,1,18.7,21.0,225784,2,6,0
우는 남자,1720,2014,6,2,0,0,액션,한국,1,22.8,27.8,467107,2,5,0
엣지 오브 투모로우,1721,2014,6,2,0,0,액션,미국,0,22.8,27.8,1969667,6,1,1
황제를 위하여,1722,2014,6,2,0,0,액션,한국,1,20.5,26.9,315923,3,3,0
경주,1723,2014,6,3,0,0,드라마,한국,1,21.2,27.1,36537,1,8,0
베스트 오퍼,1724,2014,6,3,0,0,미스터리,이탈리아,0,21.2,27.1,20863,1,10,0
창문 넘어 도망친 100세 노인,1725,2014,6,2,0,0,어드벤처,스웨덴,0,24.4,29.1,110073,4,5,0
미녀와 야수,1726,2014,6,2,0,0,판타지,프랑스,0,24.4,29.1,208729,3,3,0
그레이스 오브 모나코,1727,2014,6,2,0,0,드라마,프랑스,0,24.4,29.1,110074,3,6,0
님포매니악 볼륨1,1728,2014,6,2,0,0,드라마,덴마크,0,24.4,29.1,26547,1,9,0
트랜스포머: 사라진 시대,1729,2014,6,2,0,0,액션,미국,0,23.8,29.0,2639754,5,1,1
소녀괴담,1730,2014,7,2,1,0,미스터리,한국,1,25.7,31.1,293253,3,3,0
신의 한 수,1731,2014,7,3,1,0,범죄,한국,1,22.6,24.7,1179035,5,2,1
나쁜 이웃들 ,1732,2014,7,3,1,0,코미디,미국,0,22.6,24.7,25907,2,8,0
더 시그널,1733,2014,7,2,1,0,SF,미국,0,27.6,33.0,73431,2,8,0
좋은 친구들,1734,2014,7,3,1,0,범죄,한국,1,28.9,33.6,223502,3,4,0
혹성탈출: 반격의 서막,1735,2014,7,3,1,0,액션,미국,0,28.9,33.6,1524107,5,1,1
주온 : 끝의 시작,1736,2014,7,2,1,0,공포(호러),일본,0,26.6,32.2,291439,2,4,0
분신사바 2,1737,2014,7,2,1,0,공포(호러),중국,0,26.6,32.2,62680,2,6,0
프란시스 하,1738,2014,7,3,1,0,코미디,미국,0,25.9,29.6,22682,2,8,0
천하무적 키코리키,1739,2014,7,3,1,0,애니메이션,러시아,0,25.9,29.6,18987,1,10,0
군도: 민란의 시대,1740,2014,7,2,1,0,사극,한국,1,23.6,25.2,3089736,3,1,1
드래곤 길들이기 2,1741,2014,7,2,1,0,애니메이션,미국,0,23.6,25.2,901525,5,2,1
마담 프루스트의 비밀정원,1742,2014,7,3,1,0,드라마,프랑스,0,21.9,24.5,13203,3,8,0
명량,1743,2014,7,2,1,0,사극,한국,1,28.6,33.5,4755139,9,1,1
가디언즈 오브 갤럭시,1744,2014,7,3,1,0,액션,미국,0,28.6,34.4,583074,5,4,1
터키,1745,2014,7,3,1,0,애니메이션,미국,0,28.6,34.4,60629,2,7,0
해적: 바다로 간 산적,1746,2014,8,2,1,0,어드벤처,한국,1,24.4,26.2,27327,10,1,1
명탐정 코난 : 이차원의 저격수,1747,2014,8,2,1,0,애니메이션,일본,0,24.4,26.2,208425,2,6,0
허큘리스,1748,2014,8,2,1,0,액션,미국,0,24.4,26.2,69252,1,7,0
극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,1749,2014,8,2,1,0,애니메이션,일본,0,24.2,26.7,54914,1,10,0
해무(海霧),1750,2014,8,2,1,0,드라마,한국,1,24.2,26.7,922714,3,3,1
비긴 어게인,1751,2014,8,2,1,0,멜로/로맨스,미국,0,24.2,26.7,94610,16,2,1
"안녕, 헤이즐",1752,2014,8,2,1,0,드라마,미국,0,24.2,26.7,225026,3,4,0
비행기 2: 소방구조대,1753,2014,8,2,1,0,애니메이션,미국,0,24.2,26.7,194444,2,6,0
더 기버: 기억전달자,1754,2014,8,2,1,0,SF,미국,0,24.8,28.0,78814,1,8,0
익스펜더블 3,1755,2014,8,2,1,0,액션,미국,0,24.8,28.0,115665,2,6,0
브릭 맨션: 통제불능 범죄구역,1756,2014,8,2,1,0,액션,프랑스,0,24.6,28.6,65124,1,8,0
더 퍼지 : 거리의 반란,1757,2014,8,2,1,0,공포(호러),미국,0,24.6,28.6,43687,1,9,0
닌자터틀,1758,2014,8,3,1,0,액션,미국,0,25.1,30.7,309977,2,5,0
인투 더 스톰,1759,2014,8,3,1,0,액션,미국,0,25.1,30.7,711927,5,2,1
두근두근 내 인생,1760,2014,9,2,0,0,드라마,한국,1,19.1,20.6,607858,4,3,1
타짜-신의 손,1761,2014,9,2,0,0,드라마,한국,1,19.1,20.6,1180268,6,1,1
루시,1762,2014,9,2,0,0,액션,미국,0,19.1,20.6,892958,4,2,1
스텝 업: 올 인,1763,2014,9,2,0,0,드라마,미국,0,19.1,20.6,206011,3,8,0
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,1764,2014,9,3,0,0,애니메이션,일본,0,22.4,27.6,109758,1,10,0
마야,1765,2014,9,3,0,0,애니메이션,독일,0,22.4,27.6,51172,2,9,0
메이즈 러너,1766,2014,9,3,0,0,액션,미국,0,20.6,27.0,717373,7,1,1
툼스톤,1767,2014,9,3,0,0,액션,미국,0,20.6,27.0,126281,2,4,0
베리 굿 걸,1768,2014,9,3,0,0,멜로/로맨스,미국,0,22.2,27.7,75223,1,6,0
제보자,1769,2014,10,3,0,0,드라마,한국,1,18.1,20.1,677000,5,1,1
슬로우 비디오,1770,2014,10,3,0,0,드라마,한국,1,18.1,20.1,648858,3,2,1
마담 뺑덕,1771,2014,10,3,0,0,멜로/로맨스,한국,1,18.1,20.1,280169,2,6,0
정글히어로,1772,2014,10,3,0,0,애니메이션,한국,1,18.1,20.1,50735,1,9,0
애나벨,1773,2014,10,3,0,0,공포(호러),미국,0,18.1,20.1,413833,3,4,0
"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",1774,2014,10,3,0,0,액션,일본,0,18.1,20.1,102071,2,7,0
드라큘라: 전설의 시작,1775,2014,10,2,0,0,판타지,미국,0,16.7,23.6,555406,5,2,1
나의 사랑 나의 신부,1776,2014,10,2,0,0,멜로/로맨스,한국,1,16.7,23.6,781457,5,1,1
맨홀,1777,2014,10,2,0,0,공포(호러),한국,1,16.7,23.6,103613,1,9,0
노벰버 맨,1778,2014,10,3,0,0,액션,미국,0,13.2,18.0,159292,2,5,0
컬러풀 웨딩즈,1779,2014,10,3,0,0,코미디,프랑스,0,13.2,18.0,102358,2,8,0
레드카펫,1780,2014,10,3,0,0,멜로/로맨스,한국,1,13.8,20.6,147920,3,5,0
나를 찾아줘,1781,2014,10,3,0,0,스릴러,미국,0,13.8,20.6,493175,6,1,1
우리는 형제입니다,1782,2014,10,3,0,0,코미디,한국,1,13.8,20.6,407364,4,2,0
보이후드,1783,2014,10,3,0,0,드라마,미국,0,13.8,20.6,51976,3,7,0
내가 잠들기 전에,1784,2014,10,3,0,0,미스터리,영국,0,14.2,20.8,32887,1,9,0
나의 독재자,1785,2014,10,3,0,0,드라마,한국,1,14.2,20.8,264048,3,3,0
박스트롤,1786,2014,11,3,0,0,애니메이션,미국,0,13.5,17.7,49501,2,6,0
패션왕,1787,2014,11,3,0,0,코미디,한국,1,13.5,17.7,332661,3,2,0
인터스텔라,1788,2014,11,3,0,0,SF,미국,0,13.5,17.7,1903213,13,1,1
카트,1789,2014,11,3,0,0,드라마,한국,1,-0.2,4.3,394687,3,2,0
아더 우먼,1790,2014,11,3,0,0,코미디,미국,0,-0.2,4.3,49268,2,5,0
울브스,1791,2014,11,3,0,0,판타지,미국,0,-0.2,4.3,28731,2,8,0
왓 이프,1792,2014,11,3,0,0,코미디,아일랜드,0,-0.2,4.3,15623,1,10,0
아빠를 빌려드립니다,1793,2014,11,3,0,0,코미디,한국,1,7.9,14.6,100669,2,5,0
헝거게임: 모킹제이,1794,2014,11,3,0,0,어드벤처,미국,0,7.9,14.6,479948,3,2,0
퓨리,1795,2014,11,3,0,0,액션,미국,0,7.9,14.6,464039,4,3,1
부니 베어: 롤라 구출 대모험,1796,2014,11,3,0,0,애니메이션,중국,0,7.9,14.6,23189,1,9,0
빅매치,1797,2014,11,3,0,0,액션,한국,1,10.4,14.9,552297,4,2,1
"님아, 그 강을 건너지 마오",1798,2014,11,3,0,0,다큐멘터리,한국,1,10.4,14.9,63440,8,1,1
꾸뻬씨의 행복여행,1799,2014,11,3,0,0,어드벤처,영국,0,10.4,14.9,46479,2,9,0
덤 앤 더머 투,1800,2014,11,3,0,0,코미디,미국,0,10.4,14.9,126736,2,5,0
엑소더스: 신들과 왕들,1801,2014,12,2,0,1,드라마,미국,0,-3.3,-0.5,772852,3,2,1
덕수리 5형제,1802,2014,12,3,0,1,코미디,한국,1,-4.6,-0.2,120904,2,6,0
"러브, 로지",1803,2014,12,2,0,1,코미디,영국,0,1.6,4.2,187414,2,6,0
사랑에 대한 모든 것,1804,2014,12,2,0,1,멜로/로맨스,미국,0,1.6,4.2,197742,2,4,0
국제시장,1805,2014,12,2,0,1,드라마,한국,1,-9.0,-5.2,1528813,11,1,1
호빗: 다섯 군대 전투,1806,2014,12,2,0,1,어드벤처,미국,0,-9.0,-5.2,1317889,4,3,1
눈의 여왕 2: 트롤의 마법거울,1807,2014,12,2,0,1,애니메이션,러시아,0,1.7,6.4,376657,2,6,0
숲속으로,1808,2014,12,2,0,1,뮤지컬,미국,0,1.7,6.4,267194,1,7,0
일곱난쟁이,1809,2014,12,2,0,1,애니메이션,독일,0,1.7,6.4,130226,1,8,0
상의원,1810,2014,12,2,0,1,사극,한국,1,1.7,6.4,537780,2,5,0
기술자들,1811,2014,12,2,0,1,범죄,한국,1,1.7,6.4,1414685,3,2,1
개를 훔치는 완벽한 방법,1812,2014,12,2,0,1,드라마,한국,1,-1.9,1.7,146247,1,9,0
마다가스카의 펭귄,1813,2014,12,2,0,1,애니메이션,미국,0,-1.9,1.7,856527,4,3,1
테이큰 3,1814,2015,1,3,0,1,액션,미국,0,-7.7,-4.3,1109140,3,2,1
타임 패러독스,1815,2015,1,2,0,1,SF,호주,0,-5.5,-0.6,59394,1,10,0
패딩턴,1816,2015,1,2,0,1,코미디,영국,0,-5.5,-0.6,185206,2,7,0
워킹걸,1817,2015,1,2,0,1,코미디,한국,1,-5.5,-0.6,106080,1,8,0
언브로큰,1818,2015,1,2,0,1,액션,미국,0,-5.5,-0.6,202321,1,6,0
허삼관,1819,2015,1,2,0,1,드라마,한국,1,2.5,6.1,580858,3,3,0
오늘의 연애,1820,2015,1,2,0,1,멜로/로맨스,한국,1,2.5,6.1,967715,4,2,1
극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,1821,2015,1,2,0,1,애니메이션,일본,0,2.5,6.1,177033,1,7,0
박물관이 살아있다 : 비밀의 무덤,1822,2015,1,2,0,1,어드벤처,미국,0,2.5,6.1,554504,4,4,1
아메리칸 스나이퍼,1823,2015,1,2,0,1,액션,미국,0,2.5,6.1,155910,2,7,0
강남 1970,1824,2015,1,2,0,1,액션,한국,1,2.6,6.5,995536,4,1,1
존 윅,1825,2015,1,2,0,1,액션,미국,0,2.6,6.5,90580,1,8,0
엑스 마키나,1826,2015,1,2,0,1,SF,미국,0,2.6,6.5,54851,1,10,0
빅 히어로,1827,2015,1,2,0,1,애니메이션,미국,0,2.6,6.5,835582,5,1,1
워터 디바이너,1828,2015,1,2,0,1,드라마,미국,0,-4.1,2.7,95527,1,7,0
빅 아이즈,1829,2015,1,2,0,1,드라마,미국,0,-4.1,2.7,54745,1,10,0
더 이퀄라이저,1830,2015,1,2,0,1,액션,미국,0,-4.1,2.7,55012,1,9,0
내 심장을 쏴라,1831,2015,1,2,0,1,드라마,한국,1,-4.1,2.7,271523,2,4,0
쎄시봉,1832,2015,2,3,0,0,멜로/로맨스,한국,1,-0.1,4.8,634928,4,1,1
주피터 어센딩,1833,2015,2,3,0,0,SF,미국,0,-0.1,4.8,253291,1,5,0
최강전사 미니특공대 : 새로운 악당의 습격,1834,2015,2,3,0,0,애니메이션,한국,1,-0.1,4.8,82624,1,8,0
킹스맨 : 시크릿 에이전트,1835,2015,2,2,0,0,액션,미국,0,2.7,8.0,707111,11,1,1
7번째 아들,1836,2015,2,2,0,0,어드벤처,미국,0,2.7,8.0,74439,1,10,0
조선명탐정 : 사라진 놉의 딸,1837,2015,2,2,0,0,사극,한국,1,2.7,8.0,953305,4,1,1
도라에몽 : 스탠 바이 미,1838,2015,2,3,0,0,애니메이션,일본,0,-2.2,1.6,152309,3,6,0
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,1839,2015,2,3,0,0,애니메이션,일본,0,-2.2,1.6,78544,2,9,0
오즈의 마법사: 돌아온 도로시,1840,2015,2,3,0,0,애니메이션,미국,0,-2.2,1.6,100978,2,7,0
이미테이션 게임,1841,2015,2,1,0,0,드라마,영국,0,1.9,4.1,678802,5,2,1
스폰지밥 3D,1842,2015,2,2,0,0,애니메이션,미국,0,0.8,3.3,190134,2,7,0
기생수 파트1,1843,2015,2,3,0,0,스릴러,일본,0,1.2,4.7,91101,2,8,0
그레이의 50가지 그림자,1844,2015,2,3,0,0,드라마,미국,0,1.2,4.7,246806,2,4,0
백 투 더 비기닝,1845,2015,2,3,0,0,SF,미국,0,1.2,4.7,196694,2,5,0
순수의 시대,1846,2015,3,3,0,0,사극,한국,1,-0.3,5.5,319906,2,2,0
버드맨,1847,2015,3,3,0,0,코미디,미국,0,-0.3,5.5,117447,2,6,0
세인트 빈센트,1848,2015,3,3,0,0,코미디,미국,0,-0.3,5.5,54947,1,10,0
헬머니,1849,2015,3,3,0,0,코미디,한국,1,-0.3,5.5,229191,4,4,0
소셜포비아,1850,2015,3,3,0,0,스릴러,한국,1,2.1,6.7,151360,3,6,0
위플래쉬,1851,2015,3,3,0,0,드라마,미국,0,2.1,6.7,264299,9,1,1
살인의뢰,1852,2015,3,3,0,0,범죄,한국,1,2.1,6.7,492072,3,2,0
채피,1853,2015,3,3,0,0,액션,미국,0,2.1,6.7,374152,3,3,0
드래곤 블레이드,1854,2015,3,3,0,0,액션,중국,0,2.1,6.7,39176,1,10,0
신데렐라,1855,2015,3,3,0,0,멜로/로맨스,미국,0,12.4,21.0,345733,4,3,0
추억의 마니,1856,2015,3,3,0,0,애니메이션,일본,0,12.4,21.0,22038,1,10,0
런 올 나이트,1857,2015,3,3,0,0,액션,미국,0,12.4,21.0,179397,3,5,0
인서전트,1858,2015,3,2,0,0,SF,미국,0,6.5,14.2,210878,2,5,0
스물,1859,2015,3,2,0,0,코미디,한국,1,6.5,14.2,1121776,5,1,1
분노의 질주: 더 세븐,1860,2015,4,2,0,0,액션,미국,0,12.9,17.6,1170353,5,1,1
송 원,1861,2015,4,2,0,0,드라마,미국,0,12.9,17.6,32812,1,7,0
팔로우,1862,2015,4,3,0,0,공포(호러),미국,0,14.8,21.8,23008,1,8,0
윈드랜드,1863,2015,4,3,0,0,애니메이션,이탈리아,0,14.8,21.8,19419,1,9,0
한 번 더 해피엔딩,1864,2015,4,2,0,0,멜로/로맨스,미국,0,8.3,13.7,26309,1,9,0
코블러,1865,2015,4,2,0,0,판타지,미국,0,8.3,13.7,26818,1,7,0
화장,1866,2015,4,3,0,0,드라마,한국,1,9.6,16.3,63544,2,6,0
장수상회,1867,2015,4,3,0,0,멜로/로맨스,한국,1,9.6,16.3,346817,5,2,1
엘리노어 릭비: 그 남자 그 여자,1868,2015,4,3,0,0,드라마,미국,0,9.6,16.3,20401,2,10,0
